Fecha,Liquidez de las sociedades creadoras de dep√≥sito (fin de periodo) - Liquidez en Soles (millones S/),fecha_carga
Jul18,199299,2025-06-09
Ago18,201853,2025-06-09
Sep18,201667,2025-06-09
Oct18,204279,2025-06-09
Nov18,207634,2025-06-09
Dic18,215028,2025-06-09
Ene19,212738,2025-06-09
Feb19,210870,2025-06-09
Mar19,214692,2025-06-09
Abr19,213352,2025-06-09
May19,215186,2025-06-09
Jun19,216390,2025-06-09
Jul19,221639,2025-06-09
Ago19,223945,2025-06-09
Sep19,223319,2025-06-09
Oct19,225172,2025-06-09
Nov19,230381,2025-06-09
Dic19,236523,2025-06-09
Ene20,239204,2025-06-09
Feb20,240225,2025-06-09
Mar20,244802,2025-06-09
Abr20,254282,2025-06-09
May20,275528,2025-06-09
Jun20,285352,2025-06-09
Jul20,296738,2025-06-09
Ago20,299646,2025-06-09
Sep20,299949,2025-06-09
Oct20,301230,2025-06-09
Nov20,303193,2025-06-09
Dic20,313028,2025-06-09
Ene21,315391,2025-06-09
Feb21,316394,2025-06-09
Mar21,315948,2025-06-09
Abr21,307364,2025-06-09
May21,302472,2025-06-09
Jun21,299745,2025-06-09
Jul21,311693,2025-06-09
Ago21,312009,2025-06-09
Sep21,310308,2025-06-09
Oct21,307635,2025-06-09
Nov21,305927,2025-06-09
Dic21,310425,2025-06-09
Ene22,306364,2025-06-09
Feb22,302788,2025-06-09
Mar22,301780,2025-06-09
Abr22,297844,2025-06-09
May22,295648,2025-06-09
Jun22,295240,2025-06-09
Jul22,303874,2025-06-09
Ago22,304338,2025-06-09
Sep22,310670,2025-06-09
Oct22,310377,2025-06-09
Nov22,306216,2025-06-09
Dic22,312239,2025-06-09
Ene23,313659,2025-06-09
Feb23,310255,2025-06-09
Mar23,308667,2025-06-09
Abr23,306523,2025-06-09
May23,306706,2025-06-09
Jun23,306689,2025-06-09
Jul23,311868,2025-06-09
Ago23,311765,2025-06-09
Sep23,312540,2025-06-09
Oct23,313357,2025-06-09
Nov23,315382,2025-06-09
Dic23,324779,2025-06-09
Ene24,324714,2025-06-09
Feb24,323390,2025-06-09
Mar24,321394,2025-06-09
Abr24,321458,2025-06-09
May24,330167,2025-06-09
Jun24,338476,2025-06-09
Jul24,347641,2025-06-09
Ago24,353942,2025-06-09
Sep24,357426,2025-06-09
Oct24,361848,2025-06-09
Nov24,361702,2025-06-09
Dic24,366683,2025-06-09
Ene25,366011,2025-06-09
Feb25,363620,2025-06-09
Mar25,360741,2025-06-09
Abr25,356636,2025-06-09
Ene92,1791,2025-06-10
Feb92,1917,2025-06-10
Mar92,2017,2025-06-10
Abr92,2118,2025-06-10
May92,2162,2025-06-10
Jun92,2200,2025-06-10
Jul92,2411,2025-06-10
Ago92,2391,2025-06-10
Sep92,2455,2025-06-10
Oct92,2508,2025-06-10
Nov92,2502,2025-06-10
Dic92,2798,2025-06-10
Ene93,2754,2025-06-10
Feb93,2919,2025-06-10
Mar93,2971,2025-06-10
Abr93,2975,2025-06-10
May93,2899,2025-06-10
Jun93,2959,2025-06-10
Jul93,3282,2025-06-10
Ago93,3255,2025-06-10
Sep93,3229,2025-06-10
Oct93,3371,2025-06-10
Nov93,3390,2025-06-10
Dic93,3732,2025-06-10
Ene94,3661,2025-06-10
Feb94,4015,2025-06-10
Mar94,4248,2025-06-10
Abr94,4286,2025-06-10
May94,4550,2025-06-10
Jun94,5024,2025-06-10
Jul94,5666,2025-06-10
Ago94,5364,2025-06-10
Sep94,5541,2025-06-10
Oct94,5622,2025-06-10
Nov94,5684,2025-06-10
Dic94,6134,2025-06-10
Ene95,5974,2025-06-10
Feb95,6187,2025-06-10
Mar95,6491,2025-06-10
Abr95,6495,2025-06-10
May95,6502,2025-06-10
Jun95,6931,2025-06-10
Jul95,7556,2025-06-10
Ago95,7366,2025-06-10
Sep95,7249,2025-06-10
Oct95,7428,2025-06-10
Nov95,7462,2025-06-10
Dic95,7882,2025-06-10
Ene96,7706,2025-06-10
Feb96,7926,2025-06-10
Mar96,8166,2025-06-10
Abr96,8282,2025-06-10
May96,8310,2025-06-10
Jun96,8500,2025-06-10
Jul96,8841,2025-06-10
Ago96,8647,2025-06-10
Sep96,8826,2025-06-10
Oct96,8733,2025-06-10
Nov96,8934,2025-06-10
Dic96,9593,2025-06-10
Ene97,9109,2025-06-10
Feb97,9124,2025-06-10
Mar97,9763,2025-06-10
Abr97,9609,2025-06-10
May97,9562,2025-06-10
Jun97,9815,2025-06-10
Jul97,10547,2025-06-10
Ago97,10287,2025-06-10
Sep97,10682,2025-06-10
Oct97,10828,2025-06-10
Nov97,11086,2025-06-10
Dic97,11920,2025-06-10
Ene98,11646,2025-06-10
Feb98,11435,2025-06-10
Mar98,11867,2025-06-10
Abr98,11782,2025-06-10
May98,11685,2025-06-10
Jun98,11623,2025-06-10
Jul98,11709,2025-06-10
Ago98,11311,2025-06-10
Sep98,10765,2025-06-10
Oct98,10797,2025-06-10
Nov98,10983,2025-06-10
Dic98,11566,2025-06-10
Ene99,11036,2025-06-10
Feb99,11145,2025-06-10
Mar99,11034,2025-06-10
Abr99,10811,2025-06-10
May99,11032,2025-06-10
Jun99,10972,2025-06-10
Jul99,11750,2025-06-10
Ago99,11469,2025-06-10
Sep99,11632,2025-06-10
Oct99,11529,2025-06-10
Nov99,11703,2025-06-10
Dic99,12564,2025-06-10
Ene00,11887,2025-06-10
Feb00,11432,2025-06-10
Mar00,11895,2025-06-10
Abr00,11616,2025-06-10
May00,11538,2025-06-10
Jun00,11766,2025-06-10
Jul00,12139,2025-06-10
Ago00,11734,2025-06-10
Sep00,11799,2025-06-10
Oct00,11758,2025-06-10
Nov00,11767,2025-06-10
Dic00,12720,2025-06-10
Ene01,11572,2025-06-10
Feb01,11530,2025-06-10
Mar01,11744,2025-06-10
Abr01,12114,2025-06-10
May01,11667,2025-06-10
Jun01,11535,2025-06-10
Jul01,12197,2025-06-10
Ago01,11842,2025-06-10
Sep01,11861,2025-06-10
Oct01,11962,2025-06-10
Nov01,12402,2025-06-10
Dic01,13462,2025-06-10
Ene02,12791,2025-06-10
Feb02,12915,2025-06-10
Mar02,13471,2025-06-10
Abr02,13129,2025-06-10
May02,13193,2025-06-10
Jun02,13587,2025-06-10
Jul02,14794,2025-06-10
Ago02,14265,2025-06-10
Sep02,14015,2025-06-10
Oct02,13899,2025-06-10
Nov02,13907,2025-06-10
Dic02,14742,2025-06-10
Ene03,13928,2025-06-10
Feb03,14085,2025-06-10
Mar03,14292,2025-06-10
Abr03,14346,2025-06-10
May03,14179,2025-06-10
Jun03,14356,2025-06-10
Jul03,15350,2025-06-10
Ago03,15031,2025-06-10
Sep03,14882,2025-06-10
Oct03,15121,2025-06-10
Nov03,15180,2025-06-10
Dic03,16174,2025-06-10
Ene04,16055,2025-06-10
Feb04,16101,2025-06-10
Mar04,16676,2025-06-10
Abr04,16761,2025-06-10
May04,17007,2025-06-10
Jun04,17112,2025-06-10
Jul04,17776,2025-06-10
Ago04,17665,2025-06-10
Sep04,18104,2025-06-10
Oct04,19513,2025-06-10
Nov04,20060,2025-06-10
Dic04,21446,2025-06-10
Ene05,21085,2025-06-10
Feb05,21955,2025-06-10
Mar05,22880,2025-06-10
Abr05,22687,2025-06-10
May05,22702,2025-06-10
Jun05,23096,2025-06-10
Jul05,24867,2025-06-10
Ago05,24779,2025-06-10
Sep05,24894,2025-06-10
Oct05,25238,2025-06-10
Nov05,26067,2025-06-10
Dic05,28264,2025-06-10
Ene06,26726,2025-06-10
Feb06,27070,2025-06-10
Mar06,27708,2025-06-10
Abr06,26495,2025-06-10
May06,26318,2025-06-10
Jun06,26887,2025-06-10
Jul06,27810,2025-06-10
Ago06,27887,2025-06-10
Sep06,28175,2025-06-10
Oct06,28491,2025-06-10
Nov06,30072,2025-06-10
Dic06,33340,2025-06-10
Ene07,33455,2025-06-10
Feb07,33672,2025-06-10
Mar07,34819,2025-06-10
Abr07,34211,2025-06-10
May07,34769,2025-06-10
Jun07,35992,2025-06-10
Jul07,37664,2025-06-10
Ago07,38072,2025-06-10
Sep07,37962,2025-06-10
Oct07,40173,2025-06-10
Nov07,42375,2025-06-10
Dic07,44866,2025-06-10
Ene08,45876,2025-06-10
Feb08,49119,2025-06-10
Mar08,51593,2025-06-10
Abr08,53598,2025-06-10
May08,54253,2025-06-10
Jun08,55071,2025-06-10
Jul08,55839,2025-06-10
Ago08,56323,2025-06-10
Sep08,55951,2025-06-10
Oct08,55910,2025-06-10
Nov08,55994,2025-06-10
Dic08,57083,2025-06-10
Ene09,55300,2025-06-10
Feb09,56253,2025-06-10
Mar09,56064,2025-06-10
Abr09,54924,2025-06-10
May09,55785,2025-06-10
Jun09,56855,2025-06-10
Jul09,59090,2025-06-10
Ago09,58986,2025-06-10
Sep09,58933,2025-06-10
Oct09,60268,2025-06-10
Nov09,62019,2025-06-10
Dic09,65324,2025-06-10
Ene10,65535,2025-06-10
Feb10,66737,2025-06-10
Mar10,69022,2025-06-10
Abr10,68937,2025-06-10
May10,70403,2025-06-10
Jun10,71687,2025-06-10
Jul10,73478,2025-06-10
Ago10,75848,2025-06-10
Sep10,76121,2025-06-10
Oct10,77874,2025-06-10
Nov10,80605,2025-06-10
Dic10,85366,2025-06-10
Ene11,84151,2025-06-10
Feb11,84896,2025-06-10
Mar11,87177,2025-06-10
Abr11,85435,2025-06-10
May11,85752,2025-06-10
Jun11,86010,2025-06-10
Jul11,89699,2025-06-10
Ago11,90560,2025-06-10
Sep11,91501,2025-06-10
Oct11,92065,2025-06-10
Nov11,93373,2025-06-10
Dic11,99520,2025-06-10
Ene12,99766,2025-06-10
Feb12,101709,2025-06-10
Mar12,104331,2025-06-10
Abr12,105881,2025-06-10
May12,107648,2025-06-10
Jun12,107368,2025-06-10
Jul12,108805,2025-06-10
Ago12,110171,2025-06-10
Sep12,111921,2025-06-10
Oct12,114888,2025-06-10
Nov12,117338,2025-06-10
Dic12,122734,2025-06-10
Ene13,123742,2025-06-10
Feb13,127088,2025-06-10
Mar13,127825,2025-06-10
Abr13,128025,2025-06-10
May13,129040,2025-06-10
Jun13,129318,2025-06-10
Jul13,132213,2025-06-10
Ago13,130663,2025-06-10
Sep13,128271,2025-06-10
Oct13,129052,2025-06-10
Nov13,130928,2025-06-10
Dic13,136976,2025-06-10
Ene14,135333,2025-06-10
Feb14,135807,2025-06-10
Mar14,136019,2025-06-10
Abr14,135336,2025-06-10
May14,136146,2025-06-10
Jun14,136894,2025-06-10
Jul14,140976,2025-06-10
Ago14,141918,2025-06-10
Sep14,141779,2025-06-10
Oct14,142719,2025-06-10
Nov14,143227,2025-06-10
Dic14,151445,2025-06-10
Ene15,148877,2025-06-10
Feb15,148046,2025-06-10
Mar15,145775,2025-06-10
Abr15,144858,2025-06-10
May15,144907,2025-06-10
Jun15,144852,2025-06-10
Jul15,147345,2025-06-10
Ago15,145180,2025-06-10
Sep15,145095,2025-06-10
Oct15,146367,2025-06-10
Nov15,148132,2025-06-10
Dic15,156170,2025-06-10
Ene16,153332,2025-06-10
Feb16,152969,2025-06-10
Mar16,151792,2025-06-10
Abr16,152686,2025-06-10
May16,154805,2025-06-10
Jun16,156955,2025-06-10
Jul16,161997,2025-06-10
Ago16,161220,2025-06-10
Sep16,161204,2025-06-10
Oct16,161435,2025-06-10
Nov16,164462,2025-06-10
Dic16,170211,2025-06-10
Ene17,169017,2025-06-10
Feb17,167979,2025-06-10
Mar17,169277,2025-06-10
Abr17,168953,2025-06-10
May17,171814,2025-06-10
Jun17,173702,2025-06-10
Jul17,176919,2025-06-10
Ago17,176620,2025-06-10
Sep17,180275,2025-06-10
Oct17,181738,2025-06-10
Nov17,184726,2025-06-10
Dic17,191498,2025-06-10
Ene18,192458,2025-06-10
Feb18,193010,2025-06-10
Mar18,194496,2025-06-10
Abr18,192777,2025-06-10
May18,194195,2025-06-10
Jun18,195456,2025-06-10
Jul18,199299,2025-06-10
Ago18,201853,2025-06-10
Sep18,201667,2025-06-10
Oct18,204279,2025-06-10
Nov18,207634,2025-06-10
Dic18,215028,2025-06-10
Ene19,212738,2025-06-10
Feb19,210870,2025-06-10
Mar19,214692,2025-06-10
Abr19,213352,2025-06-10
May19,215186,2025-06-10
Jun19,216390,2025-06-10
Jul19,221639,2025-06-10
Ago19,223945,2025-06-10
Sep19,223319,2025-06-10
Oct19,225172,2025-06-10
Nov19,230381,2025-06-10
Dic19,236523,2025-06-10
Ene20,239204,2025-06-10
Feb20,240225,2025-06-10
Mar20,244802,2025-06-10
Abr20,254282,2025-06-10
May20,275528,2025-06-10
Jun20,285352,2025-06-10
Jul20,296738,2025-06-10
Ago20,299646,2025-06-10
Sep20,299949,2025-06-10
Oct20,301230,2025-06-10
Nov20,303193,2025-06-10
Dic20,313028,2025-06-10
Ene21,315391,2025-06-10
Feb21,316394,2025-06-10
Mar21,315948,2025-06-10
Abr21,307364,2025-06-10
May21,302472,2025-06-10
Jun21,299745,2025-06-10
Jul21,311693,2025-06-10
Ago21,312009,2025-06-10
Sep21,310308,2025-06-10
Oct21,307635,2025-06-10
Nov21,305927,2025-06-10
Dic21,310425,2025-06-10
Ene22,306364,2025-06-10
Feb22,302788,2025-06-10
Mar22,301780,2025-06-10
Abr22,297844,2025-06-10
May22,295648,2025-06-10
Jun22,295240,2025-06-10
Jul22,303874,2025-06-10
Ago22,304338,2025-06-10
Sep22,310670,2025-06-10
Oct22,310377,2025-06-10
Nov22,306216,2025-06-10
Dic22,312239,2025-06-10
Ene23,313659,2025-06-10
Feb23,310255,2025-06-10
Mar23,308667,2025-06-10
Abr23,306523,2025-06-10
May23,306706,2025-06-10
Jun23,306689,2025-06-10
Jul23,311868,2025-06-10
Ago23,311765,2025-06-10
Sep23,312540,2025-06-10
Oct23,313357,2025-06-10
Nov23,315382,2025-06-10
Dic23,324779,2025-06-10
Ene24,324714,2025-06-10
Feb24,323390,2025-06-10
Mar24,321394,2025-06-10
Abr24,321458,2025-06-10
May24,330167,2025-06-10
Jun24,338476,2025-06-10
Jul24,347641,2025-06-10
Ago24,353942,2025-06-10
Sep24,357426,2025-06-10
Oct24,361848,2025-06-10
Nov24,361702,2025-06-10
Dic24,366683,2025-06-10
Ene25,366011,2025-06-10
Feb25,363620,2025-06-10
Mar25,360741,2025-06-10
Abr25,356636,2025-06-10
Ene92,1791,2025-06-11
Feb92,1917,2025-06-11
Mar92,2017,2025-06-11
Abr92,2118,2025-06-11
May92,2162,2025-06-11
Jun92,2200,2025-06-11
Jul92,2411,2025-06-11
Ago92,2391,2025-06-11
Sep92,2455,2025-06-11
Oct92,2508,2025-06-11
Nov92,2502,2025-06-11
Dic92,2798,2025-06-11
Ene93,2754,2025-06-11
Feb93,2919,2025-06-11
Mar93,2971,2025-06-11
Abr93,2975,2025-06-11
May93,2899,2025-06-11
Jun93,2959,2025-06-11
Jul93,3282,2025-06-11
Ago93,3255,2025-06-11
Sep93,3229,2025-06-11
Oct93,3371,2025-06-11
Nov93,3390,2025-06-11
Dic93,3732,2025-06-11
Ene94,3661,2025-06-11
Feb94,4015,2025-06-11
Mar94,4248,2025-06-11
Abr94,4286,2025-06-11
May94,4550,2025-06-11
Jun94,5024,2025-06-11
Jul94,5666,2025-06-11
Ago94,5364,2025-06-11
Sep94,5541,2025-06-11
Oct94,5622,2025-06-11
Nov94,5684,2025-06-11
Dic94,6134,2025-06-11
Ene95,5974,2025-06-11
Feb95,6187,2025-06-11
Mar95,6491,2025-06-11
Abr95,6495,2025-06-11
May95,6502,2025-06-11
Jun95,6931,2025-06-11
Jul95,7556,2025-06-11
Ago95,7366,2025-06-11
Sep95,7249,2025-06-11
Oct95,7428,2025-06-11
Nov95,7462,2025-06-11
Dic95,7882,2025-06-11
Ene96,7706,2025-06-11
Feb96,7926,2025-06-11
Mar96,8166,2025-06-11
Abr96,8282,2025-06-11
May96,8310,2025-06-11
Jun96,8500,2025-06-11
Jul96,8841,2025-06-11
Ago96,8647,2025-06-11
Sep96,8826,2025-06-11
Oct96,8733,2025-06-11
Nov96,8934,2025-06-11
Dic96,9593,2025-06-11
Ene97,9109,2025-06-11
Feb97,9124,2025-06-11
Mar97,9763,2025-06-11
Abr97,9609,2025-06-11
May97,9562,2025-06-11
Jun97,9815,2025-06-11
Jul97,10547,2025-06-11
Ago97,10287,2025-06-11
Sep97,10682,2025-06-11
Oct97,10828,2025-06-11
Nov97,11086,2025-06-11
Dic97,11920,2025-06-11
Ene98,11646,2025-06-11
Feb98,11435,2025-06-11
Mar98,11867,2025-06-11
Abr98,11782,2025-06-11
May98,11685,2025-06-11
Jun98,11623,2025-06-11
Jul98,11709,2025-06-11
Ago98,11311,2025-06-11
Sep98,10765,2025-06-11
Oct98,10797,2025-06-11
Nov98,10983,2025-06-11
Dic98,11566,2025-06-11
Ene99,11036,2025-06-11
Feb99,11145,2025-06-11
Mar99,11034,2025-06-11
Abr99,10811,2025-06-11
May99,11032,2025-06-11
Jun99,10972,2025-06-11
Jul99,11750,2025-06-11
Ago99,11469,2025-06-11
Sep99,11632,2025-06-11
Oct99,11529,2025-06-11
Nov99,11703,2025-06-11
Dic99,12564,2025-06-11
Ene00,11887,2025-06-11
Feb00,11432,2025-06-11
Mar00,11895,2025-06-11
Abr00,11616,2025-06-11
May00,11538,2025-06-11
Jun00,11766,2025-06-11
Jul00,12139,2025-06-11
Ago00,11734,2025-06-11
Sep00,11799,2025-06-11
Oct00,11758,2025-06-11
Nov00,11767,2025-06-11
Dic00,12720,2025-06-11
Ene01,11572,2025-06-11
Feb01,11530,2025-06-11
Mar01,11744,2025-06-11
Abr01,12114,2025-06-11
May01,11667,2025-06-11
Jun01,11535,2025-06-11
Jul01,12197,2025-06-11
Ago01,11842,2025-06-11
Sep01,11861,2025-06-11
Oct01,11962,2025-06-11
Nov01,12402,2025-06-11
Dic01,13462,2025-06-11
Ene02,12791,2025-06-11
Feb02,12915,2025-06-11
Mar02,13471,2025-06-11
Abr02,13129,2025-06-11
May02,13193,2025-06-11
Jun02,13587,2025-06-11
Jul02,14794,2025-06-11
Ago02,14265,2025-06-11
Sep02,14015,2025-06-11
Oct02,13899,2025-06-11
Nov02,13907,2025-06-11
Dic02,14742,2025-06-11
Ene03,13928,2025-06-11
Feb03,14085,2025-06-11
Mar03,14292,2025-06-11
Abr03,14346,2025-06-11
May03,14179,2025-06-11
Jun03,14356,2025-06-11
Jul03,15350,2025-06-11
Ago03,15031,2025-06-11
Sep03,14882,2025-06-11
Oct03,15121,2025-06-11
Nov03,15180,2025-06-11
Dic03,16174,2025-06-11
Ene04,16055,2025-06-11
Feb04,16101,2025-06-11
Mar04,16676,2025-06-11
Abr04,16761,2025-06-11
May04,17007,2025-06-11
Jun04,17112,2025-06-11
Jul04,17776,2025-06-11
Ago04,17665,2025-06-11
Sep04,18104,2025-06-11
Oct04,19513,2025-06-11
Nov04,20060,2025-06-11
Dic04,21446,2025-06-11
Ene05,21085,2025-06-11
Feb05,21955,2025-06-11
Mar05,22880,2025-06-11
Abr05,22687,2025-06-11
May05,22702,2025-06-11
Jun05,23096,2025-06-11
Jul05,24867,2025-06-11
Ago05,24779,2025-06-11
Sep05,24894,2025-06-11
Oct05,25238,2025-06-11
Nov05,26067,2025-06-11
Dic05,28264,2025-06-11
Ene06,26726,2025-06-11
Feb06,27070,2025-06-11
Mar06,27708,2025-06-11
Abr06,26495,2025-06-11
May06,26318,2025-06-11
Jun06,26887,2025-06-11
Jul06,27810,2025-06-11
Ago06,27887,2025-06-11
Sep06,28175,2025-06-11
Oct06,28491,2025-06-11
Nov06,30072,2025-06-11
Dic06,33340,2025-06-11
Ene07,33455,2025-06-11
Feb07,33672,2025-06-11
Mar07,34819,2025-06-11
Abr07,34211,2025-06-11
May07,34769,2025-06-11
Jun07,35992,2025-06-11
Jul07,37664,2025-06-11
Ago07,38072,2025-06-11
Sep07,37962,2025-06-11
Oct07,40173,2025-06-11
Nov07,42375,2025-06-11
Dic07,44866,2025-06-11
Ene08,45876,2025-06-11
Feb08,49119,2025-06-11
Mar08,51593,2025-06-11
Abr08,53598,2025-06-11
May08,54253,2025-06-11
Jun08,55071,2025-06-11
Jul08,55839,2025-06-11
Ago08,56323,2025-06-11
Sep08,55951,2025-06-11
Oct08,55910,2025-06-11
Nov08,55994,2025-06-11
Dic08,57083,2025-06-11
Ene09,55300,2025-06-11
Feb09,56253,2025-06-11
Mar09,56064,2025-06-11
Abr09,54924,2025-06-11
May09,55785,2025-06-11
Jun09,56855,2025-06-11
Jul09,59090,2025-06-11
Ago09,58986,2025-06-11
Sep09,58933,2025-06-11
Oct09,60268,2025-06-11
Nov09,62019,2025-06-11
Dic09,65324,2025-06-11
Ene10,65535,2025-06-11
Feb10,66737,2025-06-11
Mar10,69022,2025-06-11
Abr10,68937,2025-06-11
May10,70403,2025-06-11
Jun10,71687,2025-06-11
Jul10,73478,2025-06-11
Ago10,75848,2025-06-11
Sep10,76121,2025-06-11
Oct10,77874,2025-06-11
Nov10,80605,2025-06-11
Dic10,85366,2025-06-11
Ene11,84151,2025-06-11
Feb11,84896,2025-06-11
Mar11,87177,2025-06-11
Abr11,85435,2025-06-11
May11,85752,2025-06-11
Jun11,86010,2025-06-11
Jul11,89699,2025-06-11
Ago11,90560,2025-06-11
Sep11,91501,2025-06-11
Oct11,92065,2025-06-11
Nov11,93373,2025-06-11
Dic11,99520,2025-06-11
Ene12,99766,2025-06-11
