Fecha,Precios de productos sujetos al sistema de franjas de precios (US$ por toneladas) - Ma√≠z,fecha_carga
Jul20,169,2025-06-20
Ago20,166,2025-06-20
Sep20,187,2025-06-20
Oct20,219,2025-06-20
Nov20,223,2025-06-20
Dic20,221,2025-06-20
Ene21,245,2025-06-20
Feb21,252,2025-06-20
Mar21,253,2025-06-20
Abr21,275,2025-06-20
May21,315,2025-06-20
Jun21,302,2025-06-20
Jul21,299,2025-06-20
Ago21,264,2025-06-20
Sep21,276,2025-06-20
Oct21,269,2025-06-20
Nov21,266,2025-06-20
Dic21,273,2025-06-20
Ene22,285,2025-06-20
Feb22,306,2025-06-20
Mar22,362,2025-06-20
Abr22,355,2025-06-20
May22,352,2025-06-20
Jun22,341,2025-06-20
Jul22,309,2025-06-20
Ago22,306,2025-06-20
Sep22,326,2025-06-20
Oct22,365,2025-06-20
Nov22,341,2025-06-20
Dic22,309,2025-06-20
Ene23,304,2025-06-20
Feb23,298,2025-06-20
Mar23,290,2025-06-20
Abr23,294,2025-06-20
May23,269,2025-06-20
Jun23,274,2025-06-20
Jul23,247,2025-06-20
Ago23,217,2025-06-20
Sep23,233,2025-06-20
Oct23,228,2025-06-20
Nov23,212,2025-06-20
Dic23,205,2025-06-20
Ene24,204,2025-06-20
Feb24,193,2025-06-20
Mar24,191,2025-06-20
Abr24,192,2025-06-20
May24,198,2025-06-20
Jun24,196,2025-06-20
Jul24,184,2025-06-20
Ago24,183,2025-06-20
Sep24,202,2025-06-20
Oct24,210,2025-06-20
Nov24,208,2025-06-20
Dic24,207,2025-06-20
Ene25,219,2025-06-20
Feb25,227,2025-06-20
Mar25,209,2025-06-20
Abr25,220,2025-06-20
Jul01,113,2025-06-21
Ago01,112,2025-06-21
Sep01,107,2025-06-21
Oct01,106,2025-06-21
Nov01,113,2025-06-21
Dic01,112,2025-06-21
Ene02,116,2025-06-21
Feb02,113,2025-06-21
Mar02,113,2025-06-21
Abr02,108,2025-06-21
May02,115,2025-06-21
Jun02,117,2025-06-21
Jul02,123,2025-06-21
Ago02,133,2025-06-21
Sep02,132,2025-06-21
Oct02,133,2025-06-21
Nov02,133,2025-06-21
Dic02,129,2025-06-21
Ene03,130,2025-06-21
Feb03,127,2025-06-21
Mar03,127,2025-06-21
Abr03,126,2025-06-21
May03,130,2025-06-21
Jun03,129,2025-06-21
Jul03,117,2025-06-21
Ago03,127,2025-06-21
Sep03,124,2025-06-21
Oct03,132,2025-06-21
Nov03,135,2025-06-21
Dic03,134,2025-06-21
Ene04,141,2025-06-21
Feb04,146,2025-06-21
Mar04,152,2025-06-21
Abr04,153,2025-06-21
May04,150,2025-06-21
Jun04,139,2025-06-21
Jul04,122,2025-06-21
Ago04,127,2025-06-21
Sep04,116,2025-06-21
Oct04,117,2025-06-21
Nov04,117,2025-06-21
Dic04,119,2025-06-21
Ene05,118,2025-06-21
Feb05,120,2025-06-21
Mar05,121,2025-06-21
Abr05,118,2025-06-21
May05,118,2025-06-21
Jun05,121,2025-06-21
Jul05,129,2025-06-21
Ago05,118,2025-06-21
Sep05,118,2025-06-21
Oct05,125,2025-06-21
Nov05,117,2025-06-21
Dic05,126,2025-06-21
Ene06,124,2025-06-21
Feb06,129,2025-06-21
Mar06,125,2025-06-21
Abr06,129,2025-06-21
May06,135,2025-06-21
Jun06,129,2025-06-21
Jul06,136,2025-06-21
Ago06,138,2025-06-21
Sep06,145,2025-06-21
Oct06,172,2025-06-21
Nov06,190,2025-06-21
Dic06,185,2025-06-21
Ene07,195,2025-06-21
Feb07,204,2025-06-21
Mar07,187,2025-06-21
Abr07,177,2025-06-21
May07,185,2025-06-21
Jun07,185,2025-06-21
Jul07,167,2025-06-21
Ago07,177,2025-06-21
Sep07,194,2025-06-21
Oct07,199,2025-06-21
Nov07,207,2025-06-21
Dic07,227,2025-06-21
Ene08,241,2025-06-21
Feb08,254,2025-06-21
Mar08,257,2025-06-21
Abr08,270,2025-06-21
May08,264,2025-06-21
Jun08,326,2025-06-21
Jul08,271,2025-06-21
Ago08,272,2025-06-21
Sep08,256,2025-06-21
Oct08,202,2025-06-21
Nov08,183,2025-06-21
Dic08,195,2025-06-21
Ene09,197,2025-06-21
Feb09,180,2025-06-21
Mar09,194,2025-06-21
Abr09,191,2025-06-21
May09,209,2025-06-21
Jun09,197,2025-06-21
Jul09,180,2025-06-21
Ago09,181,2025-06-21
Sep09,185,2025-06-21
Oct09,203,2025-06-21
Nov09,202,2025-06-21
Dic09,207,2025-06-21
Ene10,192,2025-06-21
Feb10,190,2025-06-21
Mar10,183,2025-06-21
Abr10,186,2025-06-21
May10,188,2025-06-21
Jun10,182,2025-06-21
Jul10,196,2025-06-21
Ago10,220,2025-06-21
Sep10,260,2025-06-21
Oct10,280,2025-06-21
Nov10,260,2025-06-21
Dic10,285,2025-06-21
Ene11,299,2025-06-21
Feb11,325,2025-06-21
Mar11,313,2025-06-21
Abr11,343,2025-06-21
May11,342,2025-06-21
Jun11,318,2025-06-21
Jul11,332,2025-06-21
Ago11,338,2025-06-21
Sep11,305,2025-06-21
Oct11,305,2025-06-21
Nov11,288,2025-06-21
Dic11,286,2025-06-21
Ene12,295,2025-06-21
Feb12,304,2025-06-21
Mar12,301,2025-06-21
Abr12,295,2025-06-21
May12,293,2025-06-21
Jun12,300,2025-06-21
Jul12,365,2025-06-21
Ago12,358,2025-06-21
Sep12,339,2025-06-21
Oct12,343,2025-06-21
Nov12,353,2025-06-21
Dic12,328,2025-06-21
Ene13,333,2025-06-21
Feb13,323,2025-06-21
Mar13,337,2025-06-21
Abr13,306,2025-06-21
May13,318,2025-06-21
Jun13,344,2025-06-21
Jul13,274,2025-06-21
Ago13,251,2025-06-21
Sep13,243,2025-06-21
Oct13,234,2025-06-21
Nov13,235,2025-06-21
Dic13,233,2025-06-21
Ene14,232,2025-06-21
Feb14,247,2025-06-21
Mar14,258,2025-06-21
Abr14,255,2025-06-21
May14,242,2025-06-21
Jun14,235,2025-06-21
Jul14,217,2025-06-21
Ago14,213,2025-06-21
Sep14,200,2025-06-21
Oct14,211,2025-06-21
Nov14,213,2025-06-21
Dic14,209,2025-06-21
Ene15,203,2025-06-21
Feb15,200,2025-06-21
Mar15,199,2025-06-21
Abr15,199,2025-06-21
May15,190,2025-06-21
Jun15,197,2025-06-21
Jul15,202,2025-06-21
Ago15,188,2025-06-21
Sep15,197,2025-06-21
Oct15,200,2025-06-21
Nov15,191,2025-06-21
Dic15,188,2025-06-21
Ene16,193,2025-06-21
Feb16,185,2025-06-21
Mar16,162,2025-06-21
Abr16,168,2025-06-21
May16,174,2025-06-21
Jun16,190,2025-06-21
Jul16,173,2025-06-21
Ago16,167,2025-06-21
Sep16,161,2025-06-21
Oct16,166,2025-06-21
Nov16,163,2025-06-21
Dic16,159,2025-06-21
Ene17,167,2025-06-21
Feb17,171,2025-06-21
Mar17,163,2025-06-21
Abr17,160,2025-06-21
May17,160,2025-06-21
Jun17,161,2025-06-21
Jul17,162,2025-06-21
Ago17,158,2025-06-21
Sep17,154,2025-06-21
Oct17,157,2025-06-21
Nov17,156,2025-06-21
Dic17,156,2025-06-21
Ene18,164,2025-06-21
Feb18,170,2025-06-21
Mar18,183,2025-06-21
Abr18,193,2025-06-21
May18,195,2025-06-21
Jun18,172,2025-06-21
Jul18,161,2025-06-21
Ago18,170,2025-06-21
Sep18,158,2025-06-21
Oct18,166,2025-06-21
Nov18,164,2025-06-21
Dic18,169,2025-06-21
Ene19,171,2025-06-21
Feb19,177,2025-06-21
Mar19,175,2025-06-21
Abr19,167,2025-06-21
May19,176,2025-06-21
Jun19,197,2025-06-21
Jul19,196,2025-06-21
Ago19,175,2025-06-21
Sep19,158,2025-06-21
Oct19,171,2025-06-21
Nov19,171,2025-06-21
Dic19,171,2025-06-21
Ene20,177,2025-06-21
Feb20,176,2025-06-21
Mar20,170,2025-06-21
Abr20,154,2025-06-21
May20,149,2025-06-21
Jun20,161,2025-06-21
Jul20,169,2025-06-21
Ago20,166,2025-06-21
Sep20,187,2025-06-21
Oct20,219,2025-06-21
Nov20,223,2025-06-21
Dic20,221,2025-06-21
Ene21,245,2025-06-21
Feb21,252,2025-06-21
Mar21,253,2025-06-21
Abr21,275,2025-06-21
May21,315,2025-06-21
Jun21,302,2025-06-21
Jul21,299,2025-06-21
Ago21,264,2025-06-21
Sep21,276,2025-06-21
Oct21,269,2025-06-21
Nov21,266,2025-06-21
Dic21,273,2025-06-21
Ene22,285,2025-06-21
Feb22,306,2025-06-21
Mar22,362,2025-06-21
Abr22,355,2025-06-21
May22,352,2025-06-21
Jun22,341,2025-06-21
Jul22,309,2025-06-21
Ago22,306,2025-06-21
Sep22,326,2025-06-21
Oct22,365,2025-06-21
Nov22,341,2025-06-21
Dic22,309,2025-06-21
Ene23,304,2025-06-21
Feb23,298,2025-06-21
Mar23,290,2025-06-21
Abr23,294,2025-06-21
May23,269,2025-06-21
Jun23,274,2025-06-21
Jul23,247,2025-06-21
Ago23,217,2025-06-21
Sep23,233,2025-06-21
Oct23,228,2025-06-21
Nov23,212,2025-06-21
Dic23,205,2025-06-21
Ene24,204,2025-06-21
Feb24,193,2025-06-21
Mar24,191,2025-06-21
Abr24,192,2025-06-21
May24,198,2025-06-21
Jun24,196,2025-06-21
Jul24,184,2025-06-21
Ago24,183,2025-06-21
Sep24,202,2025-06-21
Oct24,210,2025-06-21
Nov24,208,2025-06-21
Dic24,207,2025-06-21
Ene25,219,2025-06-21
Feb25,227,2025-06-21
Mar25,209,2025-06-21
Abr25,220,2025-06-21
Jul01,113,2025-06-22
Ago01,112,2025-06-22
Sep01,107,2025-06-22
Oct01,106,2025-06-22
Nov01,113,2025-06-22
Dic01,112,2025-06-22
Ene02,116,2025-06-22
Feb02,113,2025-06-22
Mar02,113,2025-06-22
Abr02,108,2025-06-22
May02,115,2025-06-22
Jun02,117,2025-06-22
Jul02,123,2025-06-22
Ago02,133,2025-06-22
Sep02,132,2025-06-22
Oct02,133,2025-06-22
Nov02,133,2025-06-22
Dic02,129,2025-06-22
Ene03,130,2025-06-22
Feb03,127,2025-06-22
Mar03,127,2025-06-22
Abr03,126,2025-06-22
May03,130,2025-06-22
Jun03,129,2025-06-22
Jul03,117,2025-06-22
Ago03,127,2025-06-22
Sep03,124,2025-06-22
Oct03,132,2025-06-22
Nov03,135,2025-06-22
Dic03,134,2025-06-22
Ene04,141,2025-06-22
Feb04,146,2025-06-22
Mar04,152,2025-06-22
Abr04,153,2025-06-22
May04,150,2025-06-22
Jun04,139,2025-06-22
Jul04,122,2025-06-22
Ago04,127,2025-06-22
Sep04,116,2025-06-22
Oct04,117,2025-06-22
Nov04,117,2025-06-22
Dic04,119,2025-06-22
Ene05,118,2025-06-22
Feb05,120,2025-06-22
Mar05,121,2025-06-22
Abr05,118,2025-06-22
May05,118,2025-06-22
Jun05,121,2025-06-22
Jul05,129,2025-06-22
Ago05,118,2025-06-22
Sep05,118,2025-06-22
Oct05,125,2025-06-22
Nov05,117,2025-06-22
Dic05,126,2025-06-22
Ene06,124,2025-06-22
Feb06,129,2025-06-22
Mar06,125,2025-06-22
Abr06,129,2025-06-22
May06,135,2025-06-22
Jun06,129,2025-06-22
Jul06,136,2025-06-22
Ago06,138,2025-06-22
Sep06,145,2025-06-22
Oct06,172,2025-06-22
Nov06,190,2025-06-22
Dic06,185,2025-06-22
Ene07,195,2025-06-22
Feb07,204,2025-06-22
Mar07,187,2025-06-22
Abr07,177,2025-06-22
May07,185,2025-06-22
Jun07,185,2025-06-22
Jul07,167,2025-06-22
Ago07,177,2025-06-22
Sep07,194,2025-06-22
Oct07,199,2025-06-22
Nov07,207,2025-06-22
Dic07,227,2025-06-22
Ene08,241,2025-06-22
Feb08,254,2025-06-22
Mar08,257,2025-06-22
Abr08,270,2025-06-22
May08,264,2025-06-22
Jun08,326,2025-06-22
Jul08,271,2025-06-22
Ago08,272,2025-06-22
Sep08,256,2025-06-22
Oct08,202,2025-06-22
Nov08,183,2025-06-22
Dic08,195,2025-06-22
Ene09,197,2025-06-22
Feb09,180,2025-06-22
Mar09,194,2025-06-22
Abr09,191,2025-06-22
May09,209,2025-06-22
Jun09,197,2025-06-22
Jul09,180,2025-06-22
Ago09,181,2025-06-22
Sep09,185,2025-06-22
Oct09,203,2025-06-22
Nov09,202,2025-06-22
Dic09,207,2025-06-22
Ene10,192,2025-06-22
Feb10,190,2025-06-22
Mar10,183,2025-06-22
Abr10,186,2025-06-22
May10,188,2025-06-22
Jun10,182,2025-06-22
Jul10,196,2025-06-22
Ago10,220,2025-06-22
Sep10,260,2025-06-22
Oct10,280,2025-06-22
Nov10,260,2025-06-22
Dic10,285,2025-06-22
Ene11,299,2025-06-22
Feb11,325,2025-06-22
Mar11,313,2025-06-22
Abr11,343,2025-06-22
May11,342,2025-06-22
Jun11,318,2025-06-22
Jul11,332,2025-06-22
Ago11,338,2025-06-22
Sep11,305,2025-06-22
Oct11,305,2025-06-22
Nov11,288,2025-06-22
Dic11,286,2025-06-22
Ene12,295,2025-06-22
Feb12,304,2025-06-22
Mar12,301,2025-06-22
Abr12,295,2025-06-22
May12,293,2025-06-22
Jun12,300,2025-06-22
Jul12,365,2025-06-22
Ago12,358,2025-06-22
Sep12,339,2025-06-22
Oct12,343,2025-06-22
Nov12,353,2025-06-22
Dic12,328,2025-06-22
Ene13,333,2025-06-22
Feb13,323,2025-06-22
Mar13,337,2025-06-22
Abr13,306,2025-06-22
May13,318,2025-06-22
Jun13,344,2025-06-22
Jul13,274,2025-06-22
Ago13,251,2025-06-22
Sep13,243,2025-06-22
Oct13,234,2025-06-22
Nov13,235,2025-06-22
Dic13,233,2025-06-22
Ene14,232,2025-06-22
Feb14,247,2025-06-22
Mar14,258,2025-06-22
Abr14,255,2025-06-22
May14,242,2025-06-22
Jun14,235,2025-06-22
Jul14,217,2025-06-22
Ago14,213,2025-06-22
Sep14,200,2025-06-22
Oct14,211,2025-06-22
Nov14,213,2025-06-22
Dic14,209,2025-06-22
Ene15,203,2025-06-22
Feb15,200,2025-06-22
Mar15,199,2025-06-22
Abr15,199,2025-06-22
May15,190,2025-06-22
Jun15,197,2025-06-22
Jul15,202,2025-06-22
Ago15,188,2025-06-22
Sep15,197,2025-06-22
Oct15,200,2025-06-22
Nov15,191,2025-06-22
Dic15,188,2025-06-22
Ene16,193,2025-06-22
Feb16,185,2025-06-22
Mar16,162,2025-06-22
Abr16,168,2025-06-22
May16,174,2025-06-22
Jun16,190,2025-06-22
Jul16,173,2025-06-22
Ago16,167,2025-06-22
Sep16,161,2025-06-22
Oct16,166,2025-06-22
Nov16,163,2025-06-22
Dic16,159,2025-06-22
Ene17,167,2025-06-22
Feb17,171,2025-06-22
Mar17,163,2025-06-22
Abr17,160,2025-06-22
May17,160,2025-06-22
Jun17,161,2025-06-22
Jul17,162,2025-06-22
Ago17,158,2025-06-22
Sep17,154,2025-06-22
Oct17,157,2025-06-22
Nov17,156,2025-06-22
Dic17,156,2025-06-22
Ene18,164,2025-06-22
Feb18,170,2025-06-22
Mar18,183,2025-06-22
Abr18,193,2025-06-22
May18,195,2025-06-22
Jun18,172,2025-06-22
Jul18,161,2025-06-22
Ago18,170,2025-06-22
Sep18,158,2025-06-22
Oct18,166,2025-06-22
Nov18,164,2025-06-22
Dic18,169,2025-06-22
Ene19,171,2025-06-22
Feb19,177,2025-06-22
Mar19,175,2025-06-22
Abr19,167,2025-06-22
May19,176,2025-06-22
Jun19,197,2025-06-22
Jul19,196,2025-06-22
Ago19,175,2025-06-22
Sep19,158,2025-06-22
Oct19,171,2025-06-22
Nov19,171,2025-06-22
Dic19,171,2025-06-22
Ene20,177,2025-06-22
Feb20,176,2025-06-22
Mar20,170,2025-06-22
Abr20,154,2025-06-22
May20,149,2025-06-22
Jun20,161,2025-06-22
Jul20,169,2025-06-22
Ago20,166,2025-06-22
Sep20,187,2025-06-22
Oct20,219,2025-06-22
Nov20,223,2025-06-22
Dic20,221,2025-06-22
Ene21,245,2025-06-22
Feb21,252,2025-06-22
Mar21,253,2025-06-22
Abr21,275,2025-06-22
May21,315,2025-06-22
Jun21,302,2025-06-22
Jul21,299,2025-06-22
Ago21,264,2025-06-22
Sep21,276,2025-06-22
Oct21,269,2025-06-22
Nov21,266,2025-06-22
Dic21,273,2025-06-22
Ene22,285,2025-06-22
Feb22,306,2025-06-22
Mar22,362,2025-06-22
Abr22,355,2025-06-22
May22,352,2025-06-22
Jun22,341,2025-06-22
Jul22,309,2025-06-22
Ago22,306,2025-06-22
Sep22,326,2025-06-22
Oct22,365,2025-06-22
Nov22,341,2025-06-22
Dic22,309,2025-06-22
Ene23,304,2025-06-22
Feb23,298,2025-06-22
Mar23,290,2025-06-22
Abr23,294,2025-06-22
May23,269,2025-06-22
Jun23,274,2025-06-22
Jul23,247,2025-06-22
Ago23,217,2025-06-22
Sep23,233,2025-06-22
Oct23,228,2025-06-22
Nov23,212,2025-06-22
Dic23,205,2025-06-22
Ene24,204,2025-06-22
Feb24,193,2025-06-22
Mar24,191,2025-06-22
Abr24,192,2025-06-22
May24,198,2025-06-22
Jun24,196,2025-06-22
Jul24,184,2025-06-22
Ago24,183,2025-06-22
Sep24,202,2025-06-22
Oct24,210,2025-06-22
Nov24,208,2025-06-22
Dic24,207,2025-06-22
Ene25,219,2025-06-22
Feb25,227,2025-06-22
Mar25,209,2025-06-22
Abr25,220,2025-06-22
Jul01,113,2025-06-23
Ago01,112,2025-06-23
Sep01,107,2025-06-23
Oct01,106,2025-06-23
Nov01,113,2025-06-23
Dic01,112,2025-06-23
Ene02,116,2025-06-23
Feb02,113,2025-06-23
Mar02,113,2025-06-23
Abr02,108,2025-06-23
May02,115,2025-06-23
Jun02,117,2025-06-23
Jul02,123,2025-06-23
Ago02,133,2025-06-23
Sep02,132,2025-06-23
Oct02,133,2025-06-23
Nov02,133,2025-06-23
Dic02,129,2025-06-23
Ene03,130,2025-06-23
Feb03,127,2025-06-23
Mar03,127,2025-06-23
Abr03,126,2025-06-23
May03,130,2025-06-23
Jun03,129,2025-06-23
Jul03,117,2025-06-23
Ago03,127,2025-06-23
Sep03,124,2025-06-23
Oct03,132,2025-06-23
Nov03,135,2025-06-23
Dic03,134,2025-06-23
Ene04,141,2025-06-23
Feb04,146,2025-06-23
Mar04,152,2025-06-23
Abr04,153,2025-06-23
May04,150,2025-06-23
Jun04,139,2025-06-23
Jul04,122,2025-06-23
Ago04,127,2025-06-23
Sep04,116,2025-06-23
Oct04,117,2025-06-23
Nov04,117,2025-06-23
Dic04,119,2025-06-23
Ene05,118,2025-06-23
Feb05,120,2025-06-23
Mar05,121,2025-06-23
Abr05,118,2025-06-23
May05,118,2025-06-23
Jun05,121,2025-06-23
Jul05,129,2025-06-23
Ago05,118,2025-06-23
Sep05,118,2025-06-23
Oct05,125,2025-06-23
Nov05,117,2025-06-23
Dic05,126,2025-06-23
Ene06,124,2025-06-23
Feb06,129,2025-06-23
Mar06,125,2025-06-23
Abr06,129,2025-06-23
May06,135,2025-06-23
Jun06,129,2025-06-23
Jul06,136,2025-06-23
Ago06,138,2025-06-23
Sep06,145,2025-06-23
Oct06,172,2025-06-23
Nov06,190,2025-06-23
Dic06,185,2025-06-23
Ene07,195,2025-06-23
Feb07,204,2025-06-23
Mar07,187,2025-06-23
Abr07,177,2025-06-23
May07,185,2025-06-23
Jun07,185,2025-06-23
Jul07,167,2025-06-23
Ago07,177,2025-06-23
Sep07,194,2025-06-23
Oct07,199,2025-06-23
Nov07,207,2025-06-23
Dic07,227,2025-06-23
Ene08,241,2025-06-23
Feb08,254,2025-06-23
Mar08,257,2025-06-23
Abr08,270,2025-06-23
May08,264,2025-06-23
Jun08,326,2025-06-23
Jul08,271,2025-06-23
Ago08,272,2025-06-23
Sep08,256,2025-06-23
Oct08,202,2025-06-23
Nov08,183,2025-06-23
Dic08,195,2025-06-23
Ene09,197,2025-06-23
Feb09,180,2025-06-23
Mar09,194,2025-06-23
Abr09,191,2025-06-23
May09,209,2025-06-23
Jun09,197,2025-06-23
Jul09,180,2025-06-23
Ago09,181,2025-06-23
Sep09,185,2025-06-23
Oct09,203,2025-06-23
Nov09,202,2025-06-23
Dic09,207,2025-06-23
Ene10,192,2025-06-23
Feb10,190,2025-06-23
Mar10,183,2025-06-23
Abr10,186,2025-06-23
May10,188,2025-06-23
Jun10,182,2025-06-23
Jul10,196,2025-06-23
Ago10,220,2025-06-23
Sep10,260,2025-06-23
Oct10,280,2025-06-23
Nov10,260,2025-06-23
Dic10,285,2025-06-23
Ene11,299,2025-06-23
Feb11,325,2025-06-23
Mar11,313,2025-06-23
Abr11,343,2025-06-23
May11,342,2025-06-23
Jun11,318,2025-06-23
Jul11,332,2025-06-23
Ago11,338,2025-06-23
Sep11,305,2025-06-23
Oct11,305,2025-06-23
Nov11,288,2025-06-23
Dic11,286,2025-06-23
Ene12,295,2025-06-23
Feb12,304,2025-06-23
Mar12,301,2025-06-23
Abr12,295,2025-06-23
May12,293,2025-06-23
Jun12,300,2025-06-23
Jul12,365,2025-06-23
Ago12,358,2025-06-23
Sep12,339,2025-06-23
Oct12,343,2025-06-23
Nov12,353,2025-06-23
Dic12,328,2025-06-23
Ene13,333,2025-06-23
Feb13,323,2025-06-23
Mar13,337,2025-06-23
Abr13,306,2025-06-23
May13,318,2025-06-23
Jun13,344,2025-06-23
Jul13,274,2025-06-23
Ago13,251,2025-06-23
Sep13,243,2025-06-23
Oct13,234,2025-06-23
Nov13,235,2025-06-23
Dic13,233,2025-06-23
Ene14,232,2025-06-23
Feb14,247,2025-06-23
Mar14,258,2025-06-23
Abr14,255,2025-06-23
May14,242,2025-06-23
Jun14,235,2025-06-23
Jul14,217,2025-06-23
Ago14,213,2025-06-23
Sep14,200,2025-06-23
Oct14,211,2025-06-23
Nov14,213,2025-06-23
Dic14,209,2025-06-23
Ene15,203,2025-06-23
Feb15,200,2025-06-23
Mar15,199,2025-06-23
Abr15,199,2025-06-23
May15,190,2025-06-23
Jun15,197,2025-06-23
Jul15,202,2025-06-23
Ago15,188,2025-06-23
Sep15,197,2025-06-23
Oct15,200,2025-06-23
Nov15,191,2025-06-23
Dic15,188,2025-06-23
Ene16,193,2025-06-23
Feb16,185,2025-06-23
Mar16,162,2025-06-23
Abr16,168,2025-06-23
May16,174,2025-06-23
Jun16,190,2025-06-23
Jul16,173,2025-06-23
Ago16,167,2025-06-23
Sep16,161,2025-06-23
Oct16,166,2025-06-23
Nov16,163,2025-06-23
Dic16,159,2025-06-23
Ene17,167,2025-06-23
Feb17,171,2025-06-23
Mar17,163,2025-06-23
Abr17,160,2025-06-23
May17,160,2025-06-23
Jun17,161,2025-06-23
Jul17,162,2025-06-23
Ago17,158,2025-06-23
Sep17,154,2025-06-23
Oct17,157,2025-06-23
Nov17,156,2025-06-23
Dic17,156,2025-06-23
Ene18,164,2025-06-23
Feb18,170,2025-06-23
Mar18,183,2025-06-23
Abr18,193,2025-06-23
May18,195,2025-06-23
Jun18,172,2025-06-23
Jul18,161,2025-06-23
Ago18,170,2025-06-23
Sep18,158,2025-06-23
Oct18,166,2025-06-23
Nov18,164,2025-06-23
Dic18,169,2025-06-23
Ene19,171,2025-06-23
Feb19,177,2025-06-23
Mar19,175,2025-06-23
Abr19,167,2025-06-23
May19,176,2025-06-23
Jun19,197,2025-06-23
Jul19,196,2025-06-23
Ago19,175,2025-06-23
Sep19,158,2025-06-23
Oct19,171,2025-06-23
Nov19,171,2025-06-23
Dic19,171,2025-06-23
Ene20,177,2025-06-23
Feb20,176,2025-06-23
Mar20,170,2025-06-23
Abr20,154,2025-06-23
May20,149,2025-06-23
Jun20,161,2025-06-23
Jul20,169,2025-06-23
Ago20,166,2025-06-23
Sep20,187,2025-06-23
Oct20,219,2025-06-23
Nov20,223,2025-06-23
Dic20,221,2025-06-23
Ene21,245,2025-06-23
Feb21,252,2025-06-23
Mar21,253,2025-06-23
Abr21,275,2025-06-23
May21,315,2025-06-23
Jun21,302,2025-06-23
Jul21,299,2025-06-23
Ago21,264,2025-06-23
Sep21,276,2025-06-23
Oct21,269,2025-06-23
Nov21,266,2025-06-23
Dic21,273,2025-06-23
Ene22,285,2025-06-23
Feb22,306,2025-06-23
Mar22,362,2025-06-23
Abr22,355,2025-06-23
May22,352,2025-06-23
Jun22,341,2025-06-23
Jul22,309,2025-06-23
Ago22,306,2025-06-23
Sep22,326,2025-06-23
Oct22,365,2025-06-23
Nov22,341,2025-06-23
Dic22,309,2025-06-23
Ene23,304,2025-06-23
Feb23,298,2025-06-23
Mar23,290,2025-06-23
Abr23,294,2025-06-23
May23,269,2025-06-23
Jun23,274,2025-06-23
Jul23,247,2025-06-23
Ago23,217,2025-06-23
Sep23,233,2025-06-23
Oct23,228,2025-06-23
Nov23,212,2025-06-23
Dic23,205,2025-06-23
Ene24,204,2025-06-23
Feb24,193,2025-06-23
Mar24,191,2025-06-23
Abr24,192,2025-06-23
May24,198,2025-06-23
Jun24,196,2025-06-23
Jul24,184,2025-06-23
Ago24,183,2025-06-23
Sep24,202,2025-06-23
Oct24,210,2025-06-23
Nov24,208,2025-06-23
Dic24,207,2025-06-23
Ene25,219,2025-06-23
Feb25,227,2025-06-23
Mar25,209,2025-06-23
Abr25,220,2025-06-23
